"Relative Time (Process)","onFlashIPA_v0 - system/gpu.0.memoryAllocatedBytes","onFlashIPA_v0 - system/gpu.0.memoryAllocatedBytes__MIN","onFlashIPA_v0 - system/gpu.0.memoryAllocatedBytes__MAX"
"1516.938009113","1594032128","1594032128","1594032128"
"1531.938869544","1594032128","1594032128","1594032128"
"1546.938784","1594032128","1594032128","1594032128"
"1561.93786456","1594032128","1594032128","1594032128"
"1576.938617309","1594032128","1594032128","1594032128"
"1591.938152672","1594032128","1594032128","1594032128"
"1606.93859924","1594032128","1594032128","1594032128"
"1621.938059986","1594032128","1594032128","1594032128"
"1636.938353669","1594032128","1594032128","1594032128"
"1651.938788984","1594032128","1594032128","1594032128"
"1666.938755914","1594032128","1594032128","1594032128"
"1681.93818311","1594032128","1594032128","1594032128"
"1696.938440948","1594032128","1594032128","1594032128"
"1711.937997322","1594032128","1594032128","1594032128"
"1726.938625368","1594032128","1594032128","1594032128"
"1741.937832068","1594032128","1594032128","1594032128"
"1756.938144795","1594032128","1594032128","1594032128"
"1771.938596313","1594032128","1594032128","1594032128"
"1786.938442624","1594032128","1594032128","1594032128"
"1801.937939727","1594032128","1594032128","1594032128"
"1816.938164322","1594032128","1594032128","1594032128"
"1831.938070336","1594032128","1594032128","1594032128"
"1846.938504087","1594032128","1594032128","1594032128"
"1861.938997921","1594032128","1594032128","1594032128"
"1876.938559602","1594032128","1594032128","1594032128"
"1891.938692705","1594032128","1594032128","1594032128"
"1906.93806555","1594032128","1594032128","1594032128"
"1921.938624915","1594032128","1594032128","1594032128"
"1936.938641642","1594032128","1594032128","1594032128"
"1951.939001489","1594032128","1594032128","1594032128"
"1966.938227388","1594032128","1594032128","1594032128"
"1981.93872923","1594032128","1594032128","1594032128"
"1996.938560442","1594032128","1594032128","1594032128"
"2011.938399727","1594032128","1594032128","1594032128"
"2026.938303387","1594032128","1594032128","1594032128"
"2041.93857554","1594032128","1594032128","1594032128"
"2056.938904869","1594032128","1594032128","1594032128"
"2071.938651422","1594032128","1594032128","1594032128"
"2086.938084903","1594032128","1594032128","1594032128"
"2101.938195484","1594032128","1594032128","1594032128"
"2116.938832911","1594032128","1594032128","1594032128"
"2131.938670671","1594032128","1594032128","1594032128"
"2146.938501029","1594032128","1594032128","1594032128"
"2161.937993197","1594032128","1594032128","1594032128"
"2176.938769737","1594032128","1594032128","1594032128"
"2191.938089663","1594032128","1594032128","1594032128"
"2206.93834662","1594032128","1594032128","1594032128"
"2221.938532311","1594032128","1594032128","1594032128"
"2236.938788666","1594032128","1594032128","1594032128"
"2251.938144344","1594032128","1594032128","1594032128"
"2266.938849911","1594032128","1594032128","1594032128"
"2281.938835875","1594032128","1594032128","1594032128"
"2296.938734902","1594032128","1594032128","1594032128"
"2311.938323394","1594032128","1594032128","1594032128"
"2326.938687104","1594032128","1594032128","1594032128"
"2341.938531588","1594032128","1594032128","1594032128"
"2356.938662534","1594032128","1594032128","1594032128"
"2371.938969797","1594032128","1594032128","1594032128"
"2386.938098766","1594032128","1594032128","1594032128"
"2401.938230929","1594032128","1594032128","1594032128"
"2416.938349625","1594032128","1594032128","1594032128"
"2431.938077953","1594032128","1594032128","1594032128"
"2446.938157188","1594032128","1594032128","1594032128"
"2461.938224841","1594032128","1594032128","1594032128"
"2476.938523303","1594032128","1594032128","1594032128"
"2491.938178464","1594032128","1594032128","1594032128"
"2506.938142688","1594032128","1594032128","1594032128"
"2521.938191091","1594032128","1594032128","1594032128"
"2536.938721091","1594032128","1594032128","1594032128"
"2551.938862618","1594032128","1594032128","1594032128"
"2566.938480966","1594032128","1594032128","1594032128"
"2581.938173471","1594032128","1594032128","1594032128"
"2596.938217482","1594032128","1594032128","1594032128"
"2611.938121303","1594032128","1594032128","1594032128"
"2626.93791949","1594032128","1594032128","1594032128"
"2641.938061653","1594032128","1594032128","1594032128"
"2656.938780971","1594032128","1594032128","1594032128"
"2671.937965409","1594032128","1594032128","1594032128"
"2686.938296082","1594032128","1594032128","1594032128"
"2701.938825667","1594032128","1594032128","1594032128"
"2716.938478557","1594032128","1594032128","1594032128"
"2731.938526487","1594032128","1594032128","1594032128"
"2746.937972742","1594032128","1594032128","1594032128"
"2761.938777197","1594032128","1594032128","1594032128"
"2776.93880353","1594032128","1594032128","1594032128"
"2791.938225002","1594032128","1594032128","1594032128"
"2806.938169995","1594032128","1594032128","1594032128"
"2821.938800114","1594032128","1594032128","1594032128"
"2836.938538627","1594032128","1594032128","1594032128"
"2851.938629206","1594032128","1594032128","1594032128"
"2866.937841319","1594032128","1594032128","1594032128"
"2881.938565006","1594032128","1594032128","1594032128"
"2896.938182549","1594032128","1594032128","1594032128"
"2911.938443077","1594032128","1594032128","1594032128"
"2926.938660279","1594032128","1594032128","1594032128"
"2941.938759344","1594032128","1594032128","1594032128"
"2956.937783092","1594032128","1594032128","1594032128"
"2971.938107943","1594032128","1594032128","1594032128"
"2986.938735831","1594032128","1594032128","1594032128"
"3001.938532964","1594032128","1594032128","1594032128"
"3016.938778534","1594032128","1594032128","1594032128"
"3031.938424445","1594032128","1594032128","1594032128"
"3046.938178924","1594032128","1594032128","1594032128"
"3061.938067538","1594032128","1594032128","1594032128"
"3076.938652824","1594032128","1594032128","1594032128"
"3091.938302585","1594032128","1594032128","1594032128"
"3106.938655578","1594032128","1594032128","1594032128"
"3121.938800838","1594032128","1594032128","1594032128"
"3136.938239619","1594032128","1594032128","1594032128"
"3151.938457813","1594032128","1594032128","1594032128"
"3166.938952648","1594032128","1594032128","1594032128"
"3181.937916043","1594032128","1594032128","1594032128"
"3196.938854914","1594032128","1594032128","1594032128"
"3211.938666665","1594032128","1594032128","1594032128"
"3226.93861835","1594032128","1594032128","1594032128"
"3241.938470218","1594032128","1594032128","1594032128"
"3256.938212438","1594032128","1594032128","1594032128"
"3271.938257887","1594032128","1594032128","1594032128"
"3286.93820531","1594032128","1594032128","1594032128"
"3301.938651161","1594032128","1594032128","1594032128"
"3316.938509837","1594032128","1594032128","1594032128"
"3331.938024886","1594032128","1594032128","1594032128"
"3346.938751141","1594032128","1594032128","1594032128"
"3361.938372569","1594032128","1594032128","1594032128"
"3376.938835853","1594032128","1594032128","1594032128"
"3391.938633375","1594032128","1594032128","1594032128"
"3406.938192637","1594032128","1594032128","1594032128"
"3421.938723972","1594032128","1594032128","1594032128"
"3436.937677385","1594032128","1594032128","1594032128"
"3451.938390053","1594032128","1594032128","1594032128"
"3466.938453048","1594032128","1594032128","1594032128"
"3481.938218716","1594032128","1594032128","1594032128"
"3496.938512307","1594032128","1594032128","1594032128"
"3511.93889856","1594032128","1594032128","1594032128"
"3526.938532611","1594032128","1594032128","1594032128"
"3541.938836146","1594032128","1594032128","1594032128"
"3556.93847448","1594032128","1594032128","1594032128"
"3571.938479804","1594032128","1594032128","1594032128"
"3586.938318881","1594032128","1594032128","1594032128"
"3601.938919247","1594032128","1594032128","1594032128"
"3616.93840575","1594032128","1594032128","1594032128"
"3631.938010423","1594032128","1594032128","1594032128"
"3646.938851841","1594032128","1594032128","1594032128"
"3661.938320827","1594032128","1594032128","1594032128"
"3676.938289105","1594032128","1594032128","1594032128"
"3691.938416109","1594032128","1594032128","1594032128"
"3706.938734637","1594032128","1594032128","1594032128"
"3721.938577477","1594032128","1594032128","1594032128"
"3736.938709439","1594032128","1594032128","1594032128"
"3751.938401901","1594032128","1594032128","1594032128"
"3766.938556472","1594032128","1594032128","1594032128"
"3781.938198108","1594032128","1594032128","1594032128"
"3796.938199283","1594032128","1594032128","1594032128"
"3811.938045198","1594032128","1594032128","1594032128"
"3826.938349264","1594032128","1594032128","1594032128"
"3841.938067171","1594032128","1594032128","1594032128"
"3856.938365522","1594032128","1594032128","1594032128"
"3871.938970713","1594032128","1594032128","1594032128"
"3886.938293393","1594032128","1594032128","1594032128"
"3901.93788137","1594032128","1594032128","1594032128"
"3916.938767088","1594032128","1594032128","1594032128"
"3931.938633114","1594032128","1594032128","1594032128"
"3946.938117231","1594032128","1594032128","1594032128"
"3961.938629246","1594032128","1594032128","1594032128"
"3976.938858585","1594032128","1594032128","1594032128"
"3991.93837144","1594032128","1594032128","1594032128"
"4006.938503231","1594032128","1594032128","1594032128"
"4021.93813761","1594032128","1594032128","1594032128"
"4036.938837139","1594032128","1594032128","1594032128"
"4051.938543671","1594032128","1594032128","1594032128"
"4066.938591336","1594032128","1594032128","1594032128"
"4081.938567296","1594032128","1594032128","1594032128"
"4096.938400053","1594032128","1594032128","1594032128"
"4111.938776602","1594032128","1594032128","1594032128"
"4126.938435231","1594032128","1594032128","1594032128"
"4141.938089304","1594032128","1594032128","1594032128"
"4156.938349316","1594032128","1594032128","1594032128"
"4171.938819034","1594032128","1594032128","1594032128"
"4186.938359236","1594032128","1594032128","1594032128"
"4201.938749235","1594032128","1594032128","1594032128"
"4216.938104713","1594032128","1594032128","1594032128"
"4231.938266722","1594032128","1594032128","1594032128"
"4246.938456045","1594032128","1594032128","1594032128"
"4261.938329687","1594032128","1594032128","1594032128"
"4276.938294305","1594032128","1594032128","1594032128"
"4291.938021049","1594032128","1594032128","1594032128"
"4306.938764535","1594032128","1594032128","1594032128"
"4321.938017825","1594032128","1594032128","1594032128"
"4336.938751233","1594032128","1594032128","1594032128"
"4351.938126357","1594032128","1594032128","1594032128"
"4366.93827601","1594032128","1594032128","1594032128"
"4381.937990022","1594032128","1594032128","1594032128"
"4396.938061838","1594032128","1594032128","1594032128"
"4411.938714156","1594032128","1594032128","1594032128"
"4426.938604509","1594032128","1594032128","1594032128"
"4441.93830849","1594032128","1594032128","1594032128"
"4456.937939674","1594032128","1594032128","1594032128"
"4471.938776714","1594032128","1594032128","1594032128"
"4486.938647114","1594032128","1594032128","1594032128"
"4501.938726585","1594032128","1594032128","1594032128"
"4516.938188036","1594032128","1594032128","1594032128"
"4531.938777828","1594032128","1594032128","1594032128"
"4546.93823844","1594032128","1594032128","1594032128"
"4561.93865221","1594032128","1594032128","1594032128"
"4576.93905895","1594032128","1594032128","1594032128"
"4591.938349657","1594032128","1594032128","1594032128"
"4606.93896206","1594032128","1594032128","1594032128"
"4621.938707563","1594032128","1594032128","1594032128"
"4636.938348545","1594032128","1594032128","1594032128"
"4651.938444552","1594032128","1594032128","1594032128"
"4666.938563963","1594032128","1594032128","1594032128"
"4681.940017056","1594032128","1594032128","1594032128"
"4696.938135622","1594032128","1594032128","1594032128"
"4711.938176659","1594032128","1594032128","1594032128"
"4726.938014821","1594032128","1594032128","1594032128"
"4741.938136607","1594032128","1594032128","1594032128"
"4756.938011889","1594032128","1594032128","1594032128"
"4771.938256352","1594032128","1594032128","1594032128"
"4786.93851456","1594032128","1594032128","1594032128"
"4801.938432337","1594032128","1594032128","1594032128"
"4816.938297524","1594032128","1594032128","1594032128"
"4831.938890481","1594032128","1594032128","1594032128"
"4846.938521847","1594032128","1594032128","1594032128"
"4861.937971158","1594032128","1594032128","1594032128"
"4876.938168385","1594032128","1594032128","1594032128"
"4891.938835073","1594032128","1594032128","1594032128"
"4906.938630434","1594032128","1594032128","1594032128"
"4921.938717367","1594032128","1594032128","1594032128"
"4936.938075552","1594032128","1594032128","1594032128"
"4951.938568932","1594032128","1594032128","1594032128"
"4966.938095612","1594032128","1594032128","1594032128"
"4981.93849998","1594032128","1594032128","1594032128"
"4996.938165446","1594032128","1594032128","1594032128"
"5011.938227969","1594032128","1594032128","1594032128"
"5026.937981397","1594032128","1594032128","1594032128"
"5041.938311359","1594032128","1594032128","1594032128"
"5056.93884792","1594032128","1594032128","1594032128"
"5071.938233496","1594032128","1594032128","1594032128"
"5086.938426871","1594032128","1594032128","1594032128"
"5101.938089003","1594032128","1594032128","1594032128"
"5116.937937545","1594032128","1594032128","1594032128"
"5131.938854509","1594032128","1594032128","1594032128"
"5146.938144026","1594032128","1594032128","1594032128"
"5161.938329968","1594032128","1594032128","1594032128"
"5176.938750835","1594032128","1594032128","1594032128"
"5191.938766278","1594032128","1594032128","1594032128"
"5206.937889732","1594032128","1594032128","1594032128"
"5221.938567782","1594032128","1594032128","1594032128"
"5236.938555314","1594032128","1594032128","1594032128"
"5251.938856613","1594032128","1594032128","1594032128"
"5266.938785977","1594032128","1594032128","1594032128"
"5281.938817728","1594032128","1594032128","1594032128"
"5296.938940104","1594032128","1594032128","1594032128"
"5311.938339425","1594032128","1594032128","1594032128"
"5326.938818755","1594032128","1594032128","1594032128"
"5341.937889657","1594032128","1594032128","1594032128"
"5356.937679854","1594032128","1594032128","1594032128"
"5371.938745199","1594032128","1594032128","1594032128"
"5386.938833999","1594032128","1594032128","1594032128"
"5401.93840383","1594032128","1594032128","1594032128"
"5416.939026795","1594032128","1594032128","1594032128"
"5431.938594874","1594032128","1594032128","1594032128"
"5446.93816982","1594032128","1594032128","1594032128"
"5461.938841688","1594032128","1594032128","1594032128"
"5476.937962728","1594032128","1594032128","1594032128"
"5491.938147243","1594032128","1594032128","1594032128"
"5506.93783744","1594032128","1594032128","1594032128"
"5521.938761193","1594032128","1594032128","1594032128"
"5536.938281693","1594032128","1594032128","1594032128"
"5551.938488991","1594032128","1594032128","1594032128"
"5566.938822071","1594032128","1594032128","1594032128"
"5581.938278389","1594032128","1594032128","1594032128"
"5596.93848732","1594032128","1594032128","1594032128"
"5611.938819327","1594032128","1594032128","1594032128"
"5626.937931186","1594032128","1594032128","1594032128"
"5641.938776011","1594032128","1594032128","1594032128"
"5656.93836997","1594032128","1594032128","1594032128"
"5671.938871103","1594032128","1594032128","1594032128"
"5686.938679705","1594032128","1594032128","1594032128"
"5701.938233722","1594032128","1594032128","1594032128"
"5716.938263277","1594032128","1594032128","1594032128"
"5731.938054859","1594032128","1594032128","1594032128"
"5746.938421455","1594032128","1594032128","1594032128"
"5761.938202231","1594032128","1594032128","1594032128"
"5776.938926809","1594032128","1594032128","1594032128"
"5791.938071922","1594032128","1594032128","1594032128"
"5806.938621984","1594032128","1594032128","1594032128"
"5821.938940156","1594032128","1594032128","1594032128"
"5836.938451146","1594032128","1594032128","1594032128"
"5851.938236262","1594032128","1594032128","1594032128"
"5866.93879581","1594032128","1594032128","1594032128"
"5881.938700953","1594032128","1594032128","1594032128"
"5896.937918315","1594032128","1594032128","1594032128"
"5911.938299565","1594032128","1594032128","1594032128"
"5926.938031054","1594032128","1594032128","1594032128"
"5941.938158548","1594032128","1594032128","1594032128"
"5956.938910437","1594032128","1594032128","1594032128"
"5971.938191058","1594032128","1594032128","1594032128"
"5986.938052614","1594032128","1594032128","1594032128"
"6001.938707918","1594032128","1594032128","1594032128"
"6016.938269159","1594032128","1594032128","1594032128"
"6031.938259912","1594032128","1594032128","1594032128"
"6046.937917779","1594032128","1594032128","1594032128"
"6061.938214454","1594032128","1594032128","1594032128"
"6076.938729657","1594032128","1594032128","1594032128"
"6091.938109746","1594032128","1594032128","1594032128"
"6106.937903666","1594032128","1594032128","1594032128"
"6121.938606843","1594032128","1594032128","1594032128"
"6136.938354597","1594032128","1594032128","1594032128"
"6151.938280195","1594032128","1594032128","1594032128"
"6166.938483515","1594032128","1594032128","1594032128"
"6181.938243571","1594032128","1594032128","1594032128"
"6196.938322523","1594032128","1594032128","1594032128"
"6211.93804665","1594032128","1594032128","1594032128"
"6226.938374689","1594032128","1594032128","1594032128"
"6241.939006417","1594032128","1594032128","1594032128"
"6256.93894096","1594032128","1594032128","1594032128"
"6271.93882872","1594032128","1594032128","1594032128"
"6286.938493069","1594032128","1594032128","1594032128"
"6301.938284613","1594032128","1594032128","1594032128"
"6316.938538985","1594032128","1594032128","1594032128"
"6331.937946263","1594032128","1594032128","1594032128"
"6346.938422436","1594032128","1594032128","1594032128"
"6361.938660146","1594032128","1594032128","1594032128"
"6376.938401917","1594032128","1594032128","1594032128"
"6391.938605497","1594032128","1594032128","1594032128"
"6406.93830731","1594032128","1594032128","1594032128"
"6421.938836615","1594032128","1594032128","1594032128"
"6436.938416564","1594032128","1594032128","1594032128"
"6451.938733056","1594032128","1594032128","1594032128"
"6466.938866745","1594032128","1594032128","1594032128"
"6481.939094001","1594032128","1594032128","1594032128"
"6496.938755717","1594032128","1594032128","1594032128"
"6511.937869082","1594032128","1594032128","1594032128"
"6526.938478121","1594032128","1594032128","1594032128"
"6541.938686641","1594032128","1594032128","1594032128"
"6556.938209147","1594032128","1594032128","1594032128"
"6571.938800443","1594032128","1594032128","1594032128"
"6586.938742127","1594032128","1594032128","1594032128"
"6601.938714149","1594032128","1594032128","1594032128"
"6616.937778915","1594032128","1594032128","1594032128"
"6631.938312926","1594032128","1594032128","1594032128"
"6646.938296025","1594032128","1594032128","1594032128"
"6661.938229214","1594032128","1594032128","1594032128"
"6676.938251145","1594032128","1594032128","1594032128"
"6691.938788808","1594032128","1594032128","1594032128"
"6706.938202966","1594032128","1594032128","1594032128"
"6721.938311494","1594032128","1594032128","1594032128"
"6736.937839105","1594032128","1594032128","1594032128"
"6751.938307639","1594032128","1594032128","1594032128"
"6766.938955202","1594032128","1594032128","1594032128"
"6781.938664962","1594032128","1594032128","1594032128"
"6796.938564419","1594032128","1594032128","1594032128"
"6811.938678489","1594032128","1594032128","1594032128"
"6826.938717129","1594032128","1594032128","1594032128"
"6841.937935655","1594032128","1594032128","1594032128"
"6856.938618639","1594032128","1594032128","1594032128"
"6871.938102512","1594032128","1594032128","1594032128"
"6886.938030174","1594032128","1594032128","1594032128"
"6901.938693726","1594032128","1594032128","1594032128"
"6916.938802453","1594032128","1594032128","1594032128"
"6931.938693147","1594032128","1594032128","1594032128"
"6946.937863075","1594032128","1594032128","1594032128"
"6961.938810934","1594032128","1594032128","1594032128"
"6976.938151976","1594032128","1594032128","1594032128"
"6991.93818563","1594032128","1594032128","1594032128"
"7006.93850353","1594032128","1594032128","1594032128"
"7021.938742413","1594032128","1594032128","1594032128"
"7036.938174031","1594032128","1594032128","1594032128"
"7051.938765648","1594032128","1594032128","1594032128"
"7066.938145462","1594032128","1594032128","1594032128"
"7081.938463611","1594032128","1594032128","1594032128"
"7096.938226966","1594032128","1594032128","1594032128"
"7111.93847756","1594032128","1594032128","1594032128"
"7126.938533946","1594032128","1594032128","1594032128"
"7141.938467669","1594032128","1594032128","1594032128"
"7156.938436926","1594032128","1594032128","1594032128"
"7171.938668161","1594032128","1594032128","1594032128"
"7186.938654003","1594032128","1594032128","1594032128"
"7201.938028985","1594032128","1594032128","1594032128"
"7216.938352823","1594032128","1594032128","1594032128"
"7231.938483949","1594032128","1594032128","1594032128"
"7246.938258672","1594032128","1594032128","1594032128"
"7261.938310431","1594032128","1594032128","1594032128"
"7276.93823325","1594032128","1594032128","1594032128"
"7291.938696017","1594032128","1594032128","1594032128"
"7306.937987034","1594032128","1594032128","1594032128"
"7321.938795474","1594032128","1594032128","1594032128"
"7336.938249065","1594032128","1594032128","1594032128"
"7351.938215284","1594032128","1594032128","1594032128"
"7366.938779323","1594032128","1594032128","1594032128"
"7381.938112634","1594032128","1594032128","1594032128"
"7396.938441584","1594032128","1594032128","1594032128"
"7411.938550783","1594032128","1594032128","1594032128"
"7426.938185578","1594032128","1594032128","1594032128"
"7441.93879513","1594032128","1594032128","1594032128"
"7456.938243373","1594032128","1594032128","1594032128"
"7471.938056131","1594032128","1594032128","1594032128"
"7486.938944898","1594032128","1594032128","1594032128"
"7501.938178185","1594032128","1594032128","1594032128"
"7516.938723552","1594032128","1594032128","1594032128"
"7531.938159323","1594032128","1594032128","1594032128"
"7546.938570558","1594032128","1594032128","1594032128"
"7561.93850125","1594032128","1594032128","1594032128"
"7576.937877673","1594032128","1594032128","1594032128"
"7591.938134378","1594032128","1594032128","1594032128"
"7606.938279426","1594032128","1594032128","1594032128"
"7621.937901418","1594032128","1594032128","1594032128"
"7636.93808864","1594032128","1594032128","1594032128"
"7651.938370701","1594032128","1594032128","1594032128"
"7666.937719548","1594032128","1594032128","1594032128"
"7681.937969191","1594032128","1594032128","1594032128"
"7696.937976329","1594032128","1594032128","1594032128"
"7711.938232868","1594032128","1594032128","1594032128"
"7726.938060918","1594032128","1594032128","1594032128"
"7741.937937066","1594032128","1594032128","1594032128"
"7756.938673362","1594032128","1594032128","1594032128"
"7771.937567569","1594032128","1594032128","1594032128"
"7786.938239455","1594032128","1594032128","1594032128"
"7801.938348957","1594032128","1594032128","1594032128"
"7816.938312783","1594032128","1594032128","1594032128"
"7831.938299516","1594032128","1594032128","1594032128"
"7846.938026368","1594032128","1594032128","1594032128"
"7861.937999471","1594032128","1594032128","1594032128"
"7876.938261902","1594032128","1594032128","1594032128"
"7891.938609517","1594032128","1594032128","1594032128"
"7906.938010274","1594032128","1594032128","1594032128"
"7921.938030908","1594032128","1594032128","1594032128"
"7936.937982304","1594032128","1594032128","1594032128"
"7951.938763251","1594032128","1594032128","1594032128"
"7966.938188321","1594032128","1594032128","1594032128"
"7981.938571312","1594032128","1594032128","1594032128"
"7996.93849118","1594032128","1594032128","1594032128"
"8011.938086445","1594032128","1594032128","1594032128"
"8026.938358626","1594032128","1594032128","1594032128"
"8041.938098564","1594032128","1594032128","1594032128"
"8056.937927983","1594032128","1594032128","1594032128"
"8071.938781904","1594032128","1594032128","1594032128"
"8086.939093468","1594032128","1594032128","1594032128"
"8101.938338778","1594032128","1594032128","1594032128"
"8116.938332736","1594032128","1594032128","1594032128"
"8131.937779885","1594032128","1594032128","1594032128"
"8146.938658371","1594032128","1594032128","1594032128"
"8161.938317846","1594032128","1594032128","1594032128"
"8176.93883499","1594032128","1594032128","1594032128"
"8191.938017411","1594032128","1594032128","1594032128"
"8206.938713722","1594032128","1594032128","1594032128"
"8221.938043245","1594032128","1594032128","1594032128"
"8236.938034877","1594032128","1594032128","1594032128"
"8251.938082362","1594032128","1594032128","1594032128"
"8266.938077704","1594032128","1594032128","1594032128"
"8281.938302365","1594032128","1594032128","1594032128"
"8296.938296625","1594032128","1594032128","1594032128"
"8311.938771348","1594032128","1594032128","1594032128"
"8326.938324351","1594032128","1594032128","1594032128"
"8341.938349875","1594032128","1594032128","1594032128"
"8356.938853822","1594032128","1594032128","1594032128"
"8371.938540411","1594032128","1594032128","1594032128"
"8386.938283958","1594032128","1594032128","1594032128"
"8401.938469817","1594032128","1594032128","1594032128"
"8416.938190529","1594032128","1594032128","1594032128"
"8431.938665501","1594032128","1594032128","1594032128"
"8446.938516562","1594032128","1594032128","1594032128"
"8461.938632864","1594032128","1594032128","1594032128"
"8476.938130497","1594032128","1594032128","1594032128"
"8491.938397992","1594032128","1594032128","1594032128"
"8506.938342036","1594032128","1594032128","1594032128"
"8521.938357345","1594032128","1594032128","1594032128"
"8536.938138218","1594032128","1594032128","1594032128"
"8551.93828009","1594032128","1594032128","1594032128"
"8566.93830903","1594032128","1594032128","1594032128"
"8581.93891556","1594032128","1594032128","1594032128"
"8596.938854271","1594032128","1594032128","1594032128"
"8611.937962494","1594032128","1594032128","1594032128"
"8626.938817817","1594032128","1594032128","1594032128"
"8641.938612089","1594032128","1594032128","1594032128"
